Player,Team,Age,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,GP,PTS,REB,AST,NetRtg,OREB%,DREB%,USG%,TS%,AST%,Height (Inches),height_scaled,weight_scaled,DBSCAN Results,IsolationForest Results,Height-Weight PCA,PCA Z-Score Results
LaMarcus Aldridge,SAS,34,6-11,250,Texas,USA,2006,1,2,53,18.9,7.4,2.4,-3.2,5.8%,16.2%,23.6%,57.1%,11.7%,83,1.369649342680253,1.3568644142919948,Core Data,Core Data,1.9279363665534852,Core Data
Lance Thomas,BKN,32,6-8,225,Duke,USA,Undrafted,Undrafted,Undrafted,7,3.4,1.9,0.9,-24.2,1.9%,14.1%,13.0%,48.5%,7.8%,80,0.49105859618326075,0.3218816089504544,Core Data,Core Data,0.5748355317492315,Core Data
Landry Shamet,LAC,23,6-4,190,Wichita State,USA,2018,1,26,53,9.3,1.9,1.9,4.3,0.4%,5.8%,13.2%,58.0%,9.0%,76,-0.6803957324793954,-1.127094318527702,Core Data,Core Data,-1.2780884719943386,Core Data
Langston Galloway,DET,28,6-1,200,,USA,Undrafted,Undrafted,Undrafted,66,10.3,2.3,1.5,-4.4,1.9%,6.8%,14.9%,58.4%,8.9%,73,-1.5589864789763876,-0.7131011963910859,Core Data,Core Data,-1.6066086027027209,Core Data
Larry Nance Jr.,CLE,27,6-7,245,Wyoming,USA,2015,1,27,56,10.1,7.3,2.2,-5.1,6.8%,20.9%,15.0%,60.8%,12.6%,79,0.1981950140175967,1.1498678532236868,Core Data,Core Data,0.9532243948920907,Core Data
Lauri Markkanen,CHI,23,7-0,240,Arizona,Finland,2017,1,7,50,14.7,6.3,1.5,-2.0,3.8%,17.4%,20.9%,56.0%,7.7%,84,1.662512924845917,0.9428712921553787,Core Data,Core Data,1.842284847438018,Core Data
LeBron James,LAL,35,6-9,250,None,USA,2003,1,1,67,25.3,7.8,10.2,8.5,2.8%,19.1%,30.8%,57.7%,47.7%,81,0.7839221783489247,1.3568644142919948,Core Data,Core Data,1.5137647167296358,Core Data
Lonnie Walker IV,SAS,21,6-5,204,Miami,USA,2018,1,18,61,6.4,2.3,1.1,-0.4,2.3%,11.0%,18.3%,50.7%,9.9%,77,-0.3875321503137314,-0.5475039475364395,Core Data,Core Data,-0.6611703654440655,Core Data
Lonzo Ball,NOP,22,6-6,190,UCLA,USA,2017,1,2,63,11.8,6.1,7.0,-0.7,3.2%,14.2%,18.1%,51.7%,29.2%,78,-0.09466856814806733,-1.127094318527702,Core Data,Core Data,-0.8639168221704893,Core Data
Lou Williams,LAC,33,6-1,175,None,USA,2005,2,45,65,18.2,3.1,5.6,4.0,1.6%,8.1%,27.1%,54.6%,29.4%,73,-1.5589864789763876,-1.7480840017326262,Core Data,Core Data,-2.3384519627712006,Core Data
Louis King,DET,21,6-7,205,None,USA,Undrafted,Undrafted,Undrafted,10,2.0,1.0,0.5,11.0,1.5%,14.1%,16.3%,44.8%,12.5%,79,0.1981950140175967,-0.5061046353227778,Core Data,Core Data,-0.21772498121747685,Core Data
Luc Mbah a Moute,HOU,33,6-8,230,UCLA,Cameroon,2008,2,37,3,1.7,0.7,0.0,-11.3,3.3%,3.7%,10.8%,42.5%,0.0%,80,0.49105859618326075,0.5288781700187625,Core Data,Core Data,0.7212042037629275,Core Data
Luguentz Dort,OKC,21,6-3,215,Arizona State,Canada,Undrafted,Undrafted,Undrafted,36,6.8,2.3,0.8,4.4,3.0%,6.6%,13.9%,50.6%,4.5%,75,-0.9732593146450594,-0.09211151318616172,Core Data,Core Data,-0.7533309368377838,Core Data
Luka Doncic,DAL,21,6-7,230,None,Slovenia,2018,1,3,61,28.8,9.4,8.8,5.3,3.6%,22.4%,35.5%,58.5%,45.4%,79,0.1981950140175967,0.5288781700187625,Core Data,Core Data,0.5141183788510028,Core Data
Luka Samanic,SAS,20,6-10,227,None,Croatia,2019,1,19,3,5.3,3.3,2.0,8.8,2.0%,16.7%,17.9%,45.0%,18.2%,82,1.0767857605145887,0.40468023337777764,Core Data,Core Data,1.0475546503785593,Core Data
Luke Kennard,DET,24,6-5,206,Duke,USA,2017,1,12,28,15.8,3.5,4.1,-2.1,1.0%,9.5%,19.3%,58.9%,18.8%,77,-0.3875321503137314,-0.4647053231091162,Core Data,Core Data,-0.602622896638587,Core Data
Luke Kornet,CHI,24,7-2,250,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,36,6.0,2.3,0.9,-3.6,3.7%,11.8%,16.3%,53.9%,8.2%,86,2.248240089177245,1.3568644142919948,Core Data,Core Data,2.5491938412892594,Core Data
Malcolm Brogdon,IND,27,6-5,229,Virginia,USA,2016,2,36,54,16.5,4.9,7.1,2.3,2.8%,12.4%,24.9%,54.1%,35.0%,77,-0.3875321503137314,0.48747885780510086,Core Data,Core Data,0.07067299462441418,Core Data
Malcolm Miller,TOR,27,6-7,210,Holy Cross,USA,Undrafted,Undrafted,Undrafted,28,1.3,0.6,0.4,15.9,1.3%,7.7%,9.0%,53.8%,8.2%,79,0.1981950140175967,-0.2991080742544698,Core Data,Core Data,-0.07135630920378093,Core Data
Malik Beasley,MIN,23,6-4,187,Florida State,USA,2016,1,19,55,11.2,2.7,1.4,-1.9,1.4%,10.7%,20.8%,54.6%,9.3%,76,-0.6803957324793954,-1.251292255168687,Core Data,Core Data,-1.3659096752025564,Core Data
Malik Monk,CHA,22,6-3,200,Kentucky,USA,2017,1,11,55,10.3,2.9,2.1,-10.5,2.1%,10.8%,22.0%,53.0%,16.8%,75,-0.9732593146450594,-0.7131011963910859,Core Data,Core Data,-1.1924369528788716,Core Data
Malik Newman,CLE,23,6-3,190,Kansas,USA,Undrafted,Undrafted,Undrafted,1,2.0,0.0,0.0,-30.4,0.0%,0.0%,57.1%,34.7%,0.0%,75,-0.9732593146450594,-1.127094318527702,Core Data,Core Data,-1.4851742969062633,Core Data
Marc Gasol,TOR,35,6-11,255,None,Spain,2007,2,48,44,7.5,6.3,3.3,10.1,2.7%,18.7%,13.3%,55.1%,17.3%,83,1.369649342680253,1.5638609753603028,Core Data,Core Data,2.0743050385671813,Core Data
Marco Belinelli,SAS,34,6-5,220,None,Italy,2007,1,18,57,6.3,1.7,1.2,1.5,0.8%,9.7%,16.6%,53.2%,10.2%,77,-0.3875321503137314,0.11488504788214636,Core Data,Core Data,-0.19279061500023845,Core Data
Marcus Morris Sr.,LAC,30,6-8,218,Kansas,USA,2011,1,14,62,16.7,5.0,1.4,1.5,2.9%,12.8%,21.6%,57.0%,6.6%,80,0.49105859618326075,0.032086423454823126,Core Data,Core Data,0.36991939093005727,Core Data
Marcus Smart,BOS,26,6-3,220,Oklahoma State,USA,2014,1,6,60,12.9,3.8,4.9,7.3,2.0%,8.9%,18.3%,51.8%,21.4%,75,-0.9732593146450594,0.11488504788214636,Core Data,Core Data,-0.6069622648240879,Core Data
Marial Shayok,PHI,24,6-5,198,Iowa State,Canada,2019,2,54,4,2.8,1.8,0.3,-23.2,3.3%,19.4%,24.3%,40.0%,5.3%,77,-0.3875321503137314,-0.7958998208184092,Core Data,Core Data,-0.8368127718605005,Core Data
Mario Hezonja,POR,25,6-8,220,None,Croatia,2015,1,5,53,4.8,3.5,0.9,-9.5,3.2%,15.8%,13.5%,52.5%,8.0%,80,0.49105859618326075,0.11488504788214636,Core Data,Core Data,0.4284668597355356,Core Data
Markelle Fultz,ORL,22,6-3,209,Washington,USA,2017,1,1,72,12.1,3.3,5.1,-1.7,2.0%,10.0%,21.0%,51.7%,27.3%,75,-0.9732593146450594,-0.3405073864681314,Core Data,Core Data,-0.928973343254219,Core Data
Markieff Morris,LAL,30,6-8,245,Kansas,USA,2011,1,13,58,9.7,3.8,1.3,-5.8,3.3%,14.4%,20.2%,56.5%,10.0%,80,0.49105859618326075,1.1498678532236868,Core Data,Core Data,1.1603102198040154,Core Data
Marko Guduric,MEM,25,6-6,201,None,Serbia,Undrafted,Undrafted,Undrafted,44,3.9,1.7,1.0,-2.6,2.8%,11.5%,16.8%,51.4%,12.7%,78,-0.09466856814806733,-0.6717018841774243,Core Data,Core Data,-0.5419057437403583,Core Data
Marques Bolden,CLE,22,6-10,249,None,USA,Undrafted,Undrafted,Undrafted,1,0.0,2.0,0.0,57.1,0.0%,50.0%,0.0%,0.0%,0.0%,82,1.0767857605145887,1.3154651020783332,Core Data,Core Data,1.6915768072388215,Core Data
Marquese Chriss,GSW,22,6-9,240,Washington,USA,2016,1,8,59,9.3,6.2,1.9,-9.5,8.9%,21.2%,18.4%,60.4%,15.0%,81,0.7839221783489247,0.9428712921553787,Core Data,Core Data,1.221027372702244,Core Data
Marvin Bagley III,SAC,21,6-11,235,Duke,USA,2018,1,2,13,14.2,7.5,0.8,-12.6,8.2%,20.1%,24.8%,51.2%,5.0%,83,1.369649342680253,0.7358747310870706,Core Data,Core Data,1.4888303505123974,Core Data
Marvin Williams,MIL,34,6-8,237,North Carolina,USA,2005,1,2,58,5.9,3.2,1.0,-2.8,2.5%,13.2%,12.0%,58.7%,7.6%,80,0.49105859618326075,0.8186733555143938,Core Data,Core Data,0.9261203445821018,Core Data
Mason Plumlee,DEN,30,6-11,254,Duke,USA,2013,1,22,61,7.2,5.2,2.5,-1.0,8.7%,19.5%,17.3%,61.3%,21.0%,83,1.369649342680253,1.5224616631466412,Core Data,Core Data,2.045031304164442,Core Data
Matisse Thybulle,PHI,23,6-5,201,Washington,USA,2019,1,20,65,4.7,1.6,1.2,2.4,3.3%,4.9%,10.8%,53.9%,8.1%,77,-0.3875321503137314,-0.6717018841774243,Core Data,Core Data,-0.748991568652283,Core Data
Matt Mooney,CLE,23,6-2,199,Texas Tech,USA,Undrafted,Undrafted,Undrafted,4,0.5,0.8,0.3,17.5,0.0%,15.8%,8.0%,25.0%,7.1%,74,-1.2661228968107234,-0.7545005086047475,Core Data,Core Data,-1.4287965121935353,Core Data
Matt Thomas,TOR,25,6-4,190,Iowa State,USA,Undrafted,Undrafted,Undrafted,41,4.9,1.5,0.5,4.2,1.8%,10.0%,15.2%,65.0%,7.6%,76,-0.6803957324793954,-1.127094318527702,Core Data,Core Data,-1.2780884719943386,Core Data
Matthew Dellavedova,CLE,29,6-3,200,St. Mary's (CA),Australia,Undrafted,Undrafted,Undrafted,57,3.1,1.3,3.2,-1.2,2.2%,6.7%,12.8%,46.3%,29.7%,75,-0.9732593146450594,-0.7131011963910859,Core Data,Core Data,-1.1924369528788716,Core Data
Maurice Harkless,NYK,27,6-7,220,"St. John's, N.Y.",USA,2012,1,15,62,5.8,3.9,1.1,1.2,3.8%,11.7%,10.5%,57.2%,6.2%,79,0.1981950140175967,0.11488504788214636,Core Data,Core Data,0.22138103482361093,Core Data
Max Strus,CHI,24,6-5,215,None,USA,Undrafted,Undrafted,Undrafted,2,2.5,0.5,0.0,105.8,16.7%,0.0%,15.8%,72.7%,0.0%,77,-0.3875321503137314,-0.09211151318616172,Core Data,Core Data,-0.3391592870139344,Core Data
Maxi Kleber,DAL,28,6-10,240,None,Germany,Undrafted,Undrafted,Undrafted,74,9.1,5.2,1.2,3.4,5.4%,13.6%,13.4%,60.5%,6.5%,82,1.0767857605145887,0.9428712921553787,Core Data,Core Data,1.4281131976141688,Core Data
Melvin Frazier Jr.,ORL,23,6-5,215,Tulane,USA,2018,2,35,19,2.1,0.5,0.2,-15.0,1.4%,6.7%,12.9%,55.9%,3.9%,77,-0.3875321503137314,-0.09211151318616172,Core Data,Core Data,-0.3391592870139344,Core Data
Meyers Leonard,MIA,28,7-0,260,Illinois,USA,2012,1,11,51,6.1,5.1,1.1,4.5,3.0%,21.4%,12.1%,62.7%,7.5%,84,1.662512924845917,1.770857536428611,Core Data,Core Data,2.4277595354928017,Core Data
Mfiondu Kabengele,LAC,22,6-9,250,Florida State,Canada,2019,1,27,12,3.5,0.9,0.2,0.8,1.7%,15.9%,24.2%,61.4%,5.0%,81,0.7839221783489247,1.3568644142919948,Core Data,Core Data,1.5137647167296358,Core Data
Michael Carter-Williams,ORL,28,6-5,190,Syracuse,USA,2013,1,11,45,7.2,3.3,2.4,1.4,5.0%,12.1%,17.5%,53.5%,19.2%,77,-0.3875321503137314,-1.127094318527702,Core Data,Core Data,-1.0710026470824139,Core Data
Michael Frazier,HOU,26,6-3,200,Florida,USA,Undrafted,Undrafted,Undrafted,13,2.1,0.8,0.2,-16.0,0.6%,6.7%,11.5%,38.4%,2.1%,75,-0.9732593146450594,-0.7131011963910859,Core Data,Core Data,-1.1924369528788716,Core Data
Michael Kidd-Gilchrist,DAL,26,6-6,232,Kentucky,USA,2012,1,2,25,2.4,2.7,0.6,4.2,4.5%,16.9%,13.4%,41.6%,7.7%,78,-0.09466856814806733,0.6116767944460857,Core Data,Core Data,0.3655800227445564,Core Data
Michael Porter Jr.,DEN,22,6-10,218,Missouri,USA,2018,1,14,55,9.3,4.7,0.8,0.7,7.0%,21.4%,21.1%,61.7%,7.4%,82,1.0767857605145887,0.032086423454823126,Core Data,Core Data,0.7840910407539066,Core Data
Mikal Bridges,PHX,23,6-6,209,Villanova,USA,2018,1,10,73,9.1,4.0,1.8,2.9,3.2%,10.7%,12.5%,62.0%,8.6%,78,-0.09466856814806733,-0.3405073864681314,Core Data,Core Data,-0.3077158685184448,Core Data
Mike Conley,UTA,32,6-1,175,Ohio State,USA,2007,1,4,47,14.4,3.2,4.4,2.1,2.4%,8.3%,22.3%,53.7%,23.6%,73,-1.5589864789763876,-1.7480840017326262,Core Data,Core Data,-2.3384519627712006,Core Data
Mike Muscala,OKC,28,6-10,240,Bucknell,USA,2013,2,44,47,4.8,2.3,0.9,-2.3,2.7%,15.6%,16.0%,56.9%,10.6%,82,1.0767857605145887,0.9428712921553787,Core Data,Core Data,1.4281131976141688,Core Data
Mike Scott,PHI,31,6-7,237,Virginia,USA,2012,2,43,68,6.0,3.6,0.8,5.7,5.1%,14.8%,13.2%,55.7%,6.4%,79,0.1981950140175967,0.8186733555143938,Core Data,Core Data,0.7190345196701771,Core Data
Miles Bridges,CHA,22,6-6,225,Michigan State,USA,2018,1,12,65,13.0,5.6,1.8,-9.7,4.2%,13.8%,19.6%,52.0%,9.2%,78,-0.09466856814806733,0.3218816089504544,Core Data,Core Data,0.16066388192538214,Core Data
Mitchell Robinson,NYK,22,7-0,240,None,USA,2018,2,36,61,9.7,7.0,0.6,-2.9,12.2%,16.0%,12.9%,72.6%,3.9%,84,1.662512924845917,0.9428712921553787,Core Data,Core Data,1.842284847438018,Core Data
Miye Oni,UTA,22,6-5,206,Yale,USA,2019,2,58,10,3.5,1.7,0.4,-8.6,4.4%,12.1%,14.6%,51.2%,5.1%,77,-0.3875321503137314,-0.4647053231091162,Core Data,Core Data,-0.602622896638587,Core Data
Mo Bamba,ORL,22,7-0,231,University of Texas at Austin,USA,2018,1,6,62,5.4,4.9,0.7,0.5,9.9%,21.6%,16.3%,54.2%,7.7%,84,1.662512924845917,0.5702774822324241,Core Data,Core Data,1.5788212378133655,Core Data
Monte Morris,DEN,25,6-2,183,Iowa State,USA,2017,2,51,73,9.0,1.9,3.5,0.8,1.4%,6.7%,16.8%,54.5%,21.9%,74,-1.2661228968107234,-1.4168895040233334,Core Data,Core Data,-1.8971762626373623,Core Data
Montrezl Harrell,LAC,26,6-7,240,Louisville,USA,2015,2,32,63,18.6,7.1,1.7,6.5,8.9%,14.1%,24.5%,60.7%,10.2%,79,0.1981950140175967,0.9428712921553787,Core Data,Core Data,0.8068557228783947,Core Data
Moritz Wagner,WAS,23,6-11,245,Michigan,Germany,2018,1,25,45,8.7,4.9,1.2,-4.2,6.3%,20.2%,17.9%,63.8%,10.0%,83,1.369649342680253,1.1498678532236868,Core Data,Core Data,1.7815676945397894,Core Data
Moses Brown,POR,20,7-2,245,None,USA,Undrafted,Undrafted,Undrafted,9,1.2,1.6,0.1,-50.9,7.3%,32.4%,20.0%,40.7%,4.8%,86,2.248240089177245,1.1498678532236868,Core Data,Core Data,2.4028251692755638,Core Data
Mychal Mulder,GSW,26,6-3,184,Kentucky,Canada,Undrafted,Undrafted,Undrafted,7,11.0,3.3,1.1,6.2,1.6%,9.3%,16.5%,53.3%,5.3%,75,-0.9732593146450594,-1.3754901918096718,Core Data,Core Data,-1.6608167033226986,Core Data
Myles Turner,IND,24,6-11,250,Texas,USA,2015,1,11,62,12.1,6.6,1.2,0.4,4.7%,16.8%,18.0%,56.6%,5.7%,83,1.369649342680253,1.3568644142919948,Core Data,Core Data,1.9279363665534852,Core Data
Nassir Little,POR,20,6-5,220,North Carolina,USA,2019,1,25,48,3.6,2.3,0.5,-3.2,4.8%,12.0%,13.1%,50.5%,5.0%,77,-0.3875321503137314,0.11488504788214636,Core Data,Core Data,-0.19279061500023845,Core Data
Naz Mitrou-Long,IND,26,6-3,218,Iowa State,Canada,Undrafted,Undrafted,Undrafted,5,2.8,1.4,1.6,20.2,0.0%,11.9%,17.7%,41.2%,25.0%,75,-0.9732593146450594,0.032086423454823126,Core Data,Core Data,-0.6655097336295663,Core Data
Naz Reid,MIN,20,6-9,264,None,USA,Undrafted,Undrafted,Undrafted,30,9.0,4.1,1.2,0.7,6.0%,17.6%,23.4%,50.5%,10.6%,81,0.7839221783489247,1.9364547852832574,Core Data,Core Data,1.9235969983679846,Core Data
Nemanja Bjelica,SAC,32,6-10,234,None,Serbia,2010,2,35,72,11.5,6.4,2.8,-1.0,5.4%,17.7%,16.7%,60.2%,14.1%,82,1.0767857605145887,0.6944754188734089,Core Data,Core Data,1.2524707911977335,Core Data
Nerlens Noel,OKC,26,6-10,220,Kentucky,USA,2013,1,6,61,7.4,4.9,0.9,1.3,8.2%,17.4%,14.8%,71.1%,7.9%,82,1.0767857605145887,0.11488504788214636,Core Data,Core Data,0.842638509559385,Core Data
Nickeil Alexander-Walker,NOP,21,6-5,205,Virginia Tech,Canada,2019,1,17,47,5.7,1.8,1.9,-3.6,1.5%,12.2%,23.3%,47.3%,21.2%,77,-0.3875321503137314,-0.5061046353227778,Core Data,Core Data,-0.6318966310413262,Core Data
Nicolas Batum,CHA,31,6-9,230,None,France,2008,1,25,22,3.6,4.5,3.0,-3.3,4.9%,14.6%,9.3%,46.3%,17.3%,81,0.7839221783489247,0.5288781700187625,Core Data,Core Data,0.9282900286748521,Core Data
Nicolas Claxton,BKN,21,6-11,215,Georgia,USA,2019,2,31,15,4.4,2.9,1.1,-15.6,9.0%,11.2%,14.4%,57.7%,14.2%,83,1.369649342680253,-0.09211151318616172,Core Data,Core Data,0.9033556624576138,Core Data
Nicolo Melli,NOP,29,6-9,236,None,Italy,Undrafted,Undrafted,Undrafted,60,6.6,3.0,1.4,-4.3,3.4%,13.2%,15.8%,55.6%,11.2%,81,0.7839221783489247,0.7772740433007321,Core Data,Core Data,1.1039324350912871,Core Data
Nigel Williams-Goss,UTA,25,6-2,190,Gonzaga,USA,2017,2,55,10,1.4,0.6,0.6,4.5,3.7%,7.0%,16.1%,41.5%,15.8%,74,-1.2661228968107234,-1.127094318527702,Core Data,Core Data,-1.692260121818188,Core Data
Nikola Jokic,DEN,25,7-0,284,None,Serbia,2014,2,41,73,19.9,9.7,7.0,4.5,7.3%,23.7%,26.6%,60.5%,35.0%,84,1.662512924845917,2.76444102955649,Core Data,Core Data,3.130329161158542,Outlier
Nikola Vucevic,ORL,29,6-11,260,USC,Montenegro,2011,1,16,62,19.6,10.9,3.6,0.9,6.8%,27.0%,25.8%,54.9%,18.2%,83,1.369649342680253,1.770857536428611,Core Data,Core Data,2.2206737105808774,Core Data
Noah Vonleh,DEN,24,6-10,257,Indiana,USA,2014,1,9,36,3.7,3.4,0.8,-5.0,8.4%,20.5%,13.5%,62.2%,11.5%,82,1.0767857605145887,1.646659599787626,Core Data,Core Data,1.925766682460735,Core Data
Norman Powell,TOR,27,6-3,215,UCLA,USA,2015,2,46,52,16.0,3.7,1.8,4.6,1.7%,9.8%,21.0%,62.4%,9.5%,75,-0.9732593146450594,-0.09211151318616172,Core Data,Core Data,-0.7533309368377838,Core Data
Norvel Pelle,PHI,27,6-10,231,None,USA,Undrafted,Undrafted,Undrafted,24,2.4,3.0,0.3,-15.7,8.1%,22.0%,13.1%,52.6%,4.9%,82,1.0767857605145887,0.5702774822324241,Core Data,Core Data,1.164649587989516,Core Data
OG Anunoby,TOR,22,6-7,232,Indiana,United Kingdo...,2017,1,23,69,10.6,5.3,1.6,6.2,3.8%,12.9%,14.2%,60.0%,7.4%,79,0.1981950140175967,0.6116767944460857,Core Data,Core Data,0.5726658476564811,Core Data
Omari Spellman,MIN,22,6-8,245,Villanova,USA,2018,1,30,49,7.6,4.5,1.0,-8.5,7.6%,15.5%,17.7%,55.1%,8.6%,80,0.49105859618326075,1.1498678532236868,Core Data,Core Data,1.1603102198040154,Core Data
Oshae Brissett,TOR,22,6-7,210,None,Canada,Undrafted,Undrafted,Undrafted,19,1.9,1.4,0.4,11.6,6.3%,10.9%,14.5%,45.8%,7.4%,79,0.1981950140175967,-0.2991080742544698,Core Data,Core Data,-0.07135630920378093,Core Data
Otto Porter Jr.,CHI,27,6-8,198,Georgetown,USA,2013,1,3,14,11.9,3.4,1.8,3.2,3.6%,10.8%,20.1%,55.0%,11.3%,80,0.49105859618326075,-0.7958998208184092,Core Data,Core Data,-0.21555529712472646,Core Data
P.J. Tucker,HOU,35,6-5,245,Texas,USA,2006,2,35,72,6.9,6.6,1.6,3.0,4.2%,13.7%,8.7%,55.9%,6.1%,77,-0.3875321503137314,1.1498678532236868,Core Data,Core Data,0.5390527450682413,Core Data
P.J. Washington,CHA,21,6-7,230,Kentucky,USA,2019,1,12,58,12.2,5.4,2.1,-6.3,3.2%,14.5%,18.4%,54.7%,11.5%,79,0.1981950140175967,0.5288781700187625,Core Data,Core Data,0.5141183788510028,Core Data
PJ Dozier,DEN,23,6-6,205,South Carolina,USA,Undrafted,Undrafted,Undrafted,29,5.8,1.9,2.2,-5.7,2.4%,10.8%,19.9%,49.5%,21.6%,78,-0.09466856814806733,-0.5061046353227778,Core Data,Core Data,-0.42481080612940153,Core Data
Pascal Siakam,TOR,26,6-9,230,New Mexico State,Cameroon,2016,1,27,60,22.9,7.3,3.5,8.8,3.0%,16.2%,27.8%,55.4%,16.1%,81,0.7839221783489247,0.5288781700187625,Core Data,Core Data,0.9282900286748521,Core Data
Pat Connaughton,MIL,27,6-5,209,Notre Dame,USA,2015,2,41,67,5.4,4.2,1.6,3.5,4.4%,15.1%,11.8%,56.5%,11.5%,77,-0.3875321503137314,-0.3405073864681314,Core Data,Core Data,-0.5148016934303695,Core Data
Patrick Beverley,LAC,31,6-1,180,Arkansas,USA,2009,2,42,51,7.9,5.2,3.6,10.2,4.0%,14.5%,13.1%,56.0%,18.0%,73,-1.5589864789763876,-1.5410874406643182,Core Data,Core Data,-2.1920832907575045,Core Data
Patrick McCaw,TOR,24,6-7,181,UNLV,USA,2016,2,38,37,4.6,2.3,2.1,0.6,2.0%,6.8%,9.3%,50.0%,11.8%,79,0.1981950140175967,-1.4996881284506567,Core Data,Core Data,-0.9202946068832173,Core Data
Patrick Patterson,LAC,31,6-8,235,Kentucky,USA,2010,1,14,59,4.9,2.6,0.7,2.5,4.2%,13.6%,14.3%,58.0%,7.5%,80,0.49105859618326075,0.7358747310870706,Core Data,Core Data,0.8675728757766233,Core Data
Patty Mills,SAS,31,6-1,180,St. Mary's (CA),Australia,2009,2,55,66,11.6,1.6,1.8,4.1,1.4%,5.4%,19.3%,59.2%,11.2%,73,-1.5589864789763876,-1.5410874406643182,Core Data,Core Data,-2.1920832907575045,Core Data
Paul George,LAC,30,6-8,220,Fresno State,USA,2010,1,10,48,21.5,5.7,3.9,8.7,1.7%,16.1%,29.2%,58.9%,20.5%,80,0.49105859618326075,0.11488504788214636,Core Data,Core Data,0.4284668597355356,Core Data
Paul Millsap,DEN,35,6-7,257,Louisiana Tech,USA,2006,2,47,51,11.6,5.7,1.6,9.3,7.9%,15.7%,19.7%,59.1%,9.3%,79,0.1981950140175967,1.646659599787626,Core Data,Core Data,1.304509207724961,Core Data
Paul Watson,TOR,25,6-6,210,Fresno State,USA,Undrafted,Undrafted,Undrafted,10,3.1,1.7,0.8,16.3,2.0%,16.3%,14.2%,51.7%,10.7%,78,-0.09466856814806733,-0.2991080742544698,Core Data,Core Data,-0.2784421341157056,Core Data
Quinn Cook,LAL,27,6-1,180,Duke,USA,Undrafted,Undrafted,Undrafted,44,5.1,1.2,1.1,4.5,2.0%,7.1%,20.1%,50.9%,13.9%,73,-1.5589864789763876,-1.5410874406643182,Core Data,Core Data,-2.1920832907575045,Core Data
Quinndary Weatherspoon,SAS,23,6-3,205,Mississippi State,USA,2019,2,49,11,1.1,0.6,1.0,-13.7,1.1%,7.4%,10.7%,33.6%,18.3%,75,-0.9732593146450594,-0.5061046353227778,Core Data,Core Data,-1.0460682808651758,Core Data
RJ Barrett,NYK,20,6-6,214,Duke,Canada,2019,1,3,56,14.3,5.0,2.6,-9.1,2.7%,13.4%,23.4%,47.9%,12.7%,78,-0.09466856814806733,-0.13351082539982334,Core Data,Core Data,-0.1613471965047489,Core Data
Rajon Rondo,LAL,34,6-1,180,Kentucky,USA,2006,1,21,48,7.1,3.0,5.0,1.4,2.2%,11.9%,18.4%,49.4%,34.0%,73,-1.5589864789763876,-1.5410874406643182,Core Data,Core Data,-2.1920832907575045,Core Data
Raul Neto,PHI,28,6-1,180,None,Brazil,2013,2,47,54,5.1,1.1,1.8,2.8,1.6%,7.2%,18.1%,56.7%,21.8%,73,-1.5589864789763876,-1.5410874406643182,Core Data,Core Data,-2.1920832907575045,Core Data
Rayjon Tucker,UTA,22,6-3,209,None,USA,Undrafted,Undrafted,Undrafted,20,3.1,1.0,0.3,-6.9,1.7%,11.3%,15.2%,58.4%,4.3%,75,-0.9732593146450594,-0.3405073864681314,Core Data,Core Data,-0.928973343254219,Core Data
Reggie Bullock,NYK,29,6-6,205,North Carolina,USA,2013,1,25,29,8.1,2.3,1.4,-5.8,1.8%,8.2%,15.3%,50.2%,8.7%,78,-0.09466856814806733,-0.5061046353227778,Core Data,Core Data,-0.42481080612940153,Core Data
Reggie Jackson,LAC,30,6-3,208,Boston College,USA,2011,1,24,31,11.9,3.0,4.1,6.7,2.3%,9.4%,22.9%,52.9%,26.3%,75,-0.9732593146450594,-0.381906698681793,Core Data,Core Data,-0.9582470776569582,Core Data
Richaun Holmes,SAC,26,6-10,235,Bowling Green,USA,2015,2,37,44,12.3,8.1,1.0,1.2,10.1%,19.1%,15.6%,68.1%,5.0%,82,1.0767857605145887,0.7358747310870706,Core Data,Core Data,1.2817445256004727,Core Data
Ricky Rubio,PHX,29,6-3,190,None,Spain,2009,1,5,65,13.0,4.7,8.8,4.0,2.3%,12.8%,19.9%,53.5%,37.7%,75,-0.9732593146450594,-1.127094318527702,Core Data,Core Data,-1.4851742969062633,Core Data
Robert Covington,HOU,29,6-7,209,Tennessee State,USA,Undrafted,Undrafted,Undrafted,70,12.4,6.6,1.3,0.9,2.7%,18.0%,16.9%,55.9%,5.9%,79,0.1981950140175967,-0.3405073864681314,Core Data,Core Data,-0.10063004360652011,Core Data
Robert Williams III,BOS,22,6-8,237,Texas A&M,USA,2018,1,27,29,5.2,4.4,0.9,6.1,10.3%,20.9%,13.5%,72.8%,9.9%,80,0.49105859618326075,0.8186733555143938,Core Data,Core Data,0.9261203445821018,Core Data
Robin Lopez,MIL,32,7-0,281,Stanford,USA,2008,1,15,66,5.4,2.4,0.7,0.6,5.4%,9.2%,16.1%,55.4%,6.8%,84,1.662512924845917,2.640243092915505,Core Data,Core Data,3.0425079579503245,Outlier
